review,rating,review_date,app_version,helpful_votes,developer_reply,country,bank,app_id,year,review_length
Δεν δουλεύει 1 μήνα τώρα. ΕΕΕΕΕΕΕΕΕΕΕΕΕΕΕΕΕΕΕ είναι κάποιος εκεί;,1,2022-05-31 16:23:18,3.3.1,0,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.9 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!

",Greece,Eurobank,com.EurobankEFG,2022,65
"Μπράβο στους διαχειριστές της εφαρμογής,",5,2022-05-31 12:05:04,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,40
ενημέρωση εισερχομένων εμβασματων,3,2022-05-31 08:06:37,3.2.2,0,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.9 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,33
"Αν και κολλαει λιγο,5 ....",5,2022-05-30 23:14:04,3.7.9,2,,Greece,Eurobank,com.EurobankEFG,2022,26
"Μέχρι τώρα ήταν οκ. Πλέον, εκτός από ότι ζητάει άδεια να πραγματοποιεί κλήσεις, δεν αναγνωρίζει το δαχτ.αποτύπωμα στην είσοδο. Αν μπεις στην εφαρμογή ενεργοποιήσεις/απενεργοποιήσεις touch id το αναγνωρίζει",2,2022-05-30 21:35:49,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,205
Γιατί δεν μ ανοίγει τις ανέπαφες συναλλαγές?,1,2022-05-30 18:14:18,3.7.9,1,Καλησπέρα σας. Η Eurobank αναβαθμίζει διαρκώς τις υπηρεσίες προς τους πελάτες της προσφέροντας για όλες τις κάρτες Eurobank τo Google Pay σε αντικατάσταση του Eurobank Wallet. Βρείτε λεπτομέρειες εδώ https://www.eurobank.gr/el/retail/ilektroniki-trapeziki/mobile-and-apps/mobile-apps/google-pay Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!,Greece,Eurobank,com.EurobankEFG,2022,44
"Εξαιρετικό, εύκολο, γρήγορες συναλλαγές.",5,2022-05-30 17:54:07,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,40
η καλύτερη κ πιο εύκολη εφαρμογή!!!!!! πραγματοποιούμε εύκολα όλες τις συναλλαγές .πληρώνουμε όλες τις υποχρεώσεις μας με πάτημα ενός κουμπιού ... είμαι πάρα πολύ ευχαριστημένη!!!! συγχαρητήρια!!!,5,2022-05-30 14:48:47,3.7.9,3,,Greece,Eurobank,com.EurobankEFG,2022,196
εξαιρετικά,5,2022-05-30 10:36:39,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,10
Εξαιρετικη,5,2022-05-29 21:14:37,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,10
Τέλεια!,5,2022-05-29 15:50:01,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,7
ΕΞΑΙΡΕΤΙΚΗ ΕΜΠΕΙΡΙΑ,5,2022-05-29 13:44:17,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,19
Πολλυ βοηθιτικο,5,2022-05-29 12:46:49,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,15
Poli kalo,5,2022-05-28 20:36:09,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,9
Λειτουργικότατη εφαρμογή.,5,2022-05-28 19:52:10,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,25
Thank You,5,2022-05-28 16:11:54,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,9
Εξαιρετικά,5,2022-05-28 13:40:34,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,10
αριστη εφαρμογη....,4,2022-05-27 19:34:42,3.7.9,2,,Greece,Eurobank,com.EurobankEFG,2022,19
Πολυ καλη εφαρμογη,1,2022-05-27 19:00:25,3.6.3,1,,Greece,Eurobank,com.EurobankEFG,2022,18
πολύ καλή εφαρμογή με άνεση και ασφάλεια στις συναλλαγές μας,5,2022-05-27 17:36:36,3.7.9,1,,Greece,Eurobank,com.EurobankEFG,2022,60
Από όσες τράπεζες έχω ebanking είναι μακράν η καλύτερη!,5,2022-05-27 00:17:23,3.7.9,3,,Greece,Eurobank,com.EurobankEFG,2022,55
Καθε τρεις και λιγο ζηταει αναβαθμιση.Με τα νευρα μας θα παίξετε??,1,2022-05-26 21:02:09,3.6.3,1,,Greece,Eurobank,com.EurobankEFG,2022,66
"Η παλιά έκδοση ήταν πιο χρήσιμη. Δεν υπάρχει ""εργαλεία μου"" μετατροπή νομίσματος, οποία ήταν πολύ χρήσιμη για μένα. Στην αρχή δουλειές απσογα, τώρα, όμως, γράφε πος δεν έχω σινδεθι 6 μινες, και δεν μπορώ να κάνω εγγραφή, το κοδικο που μου έστειλες τράπεζα δεν αναγνωρίζεται. Χάλια μαβρα. Επιδιόρθωση μετά τα χρόνια : πολύ μεγάλη βελτίωση στην εφαρμογή. Τώρα δουλεύει άψογα.",5,2022-05-26 16:59:05,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,373
giati etsi goustaro,1,2022-05-26 13:40:09,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,19
Τέλεια,5,2022-05-25 23:26:31,3.6.3,1,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.9 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,6
Πολύ καλή,4,2022-05-25 15:18:35,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,9
Πλέον η εφαρμογή όταν ανοίγει ζητάει επιλογή διαχείρισης και πραγματοποίησης των τηλεφωνικών κλήσεων του χρήστη. Αυτό να το αφαιρέσετε . Είναι πρόσβαση που αφορά προσωπικά δεδομένα και ουδεμία σχέση έχει με τον πραγματικό σκοπό της εφαρμογής που είναι η ενημέρωση και η διαχείριση τραπεζικών συναλλαγών. Update 25/05/22: Πλέον δεν απαιτείται τέτοια επιλογή κάθε φορά που ανοίγετε την εφαρμογή οπότε επανέρχομαι στα 5 αστέρια.,5,2022-05-25 14:20:37,3.7.9,2,"Καλησπέρα σας. Οι επιπρόσθετες πληροφορίες που αναφέρετε, ζητούνται με σκοπό να βελτιωθεί η εμπειρία χρήσης καθώς και να έχετε πρόσβαση σε μεταφορές IRIS Online Payments. Η συγκατάθεσή σας είναι προαιρετική και όχι υποχρεωτική. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,425
Kali efarmogi,5,2022-05-24 15:13:37,3.6.3,1,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.9 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,13
"Απροβλημάτιστο, σταθερό ebanking.",5,2022-05-24 05:28:44,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,33
Πολύ καλη,4,2022-05-23 22:25:58,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,9
Εύκολο μενού και εξυπηρετικό πολύ θα έλεγα..,5,2022-05-23 20:52:57,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,44
"Ευκολία στις συναλλαγές, εύχρηστο μενου",5,2022-05-23 01:03:02,3.7.3,1,,Greece,Eurobank,com.EurobankEFG,2022,39
Δεν μου ρυθμίζει το δακτυλικό αποτύπωμα...,4,2022-05-22 22:16:36,3.7.8,1,Μπορείτε να διαχειριστείτε τις συσκευές στις οποίες έχετε εγκαταστήσει το app στην εφαρμογή e-Banking στο μενου My e-Banking / m-Banking / Συσκευές,Greece,Eurobank,com.EurobankEFG,2022,42
Πολύ χρήσιμη και εύκολη,5,2022-05-22 17:02:48,3.7.8,2,,Greece,Eurobank,com.EurobankEFG,2022,23
πολύ καλή εφαρμογή.,5,2022-05-22 14:22:11,3.7.8,2,,Greece,Eurobank,com.EurobankEFG,2022,19
"Η μοναδική τράπεζα δίχως δυνατότητα nfc στην εφαρμογή της, που σε βάζει να συνδέεις κάρτες στο Google pay (μεγάλη διαδικασία) που απαιτεί επαληθεύσεις κόντρα επαληθεύσεις..2022 σαίνια, πάμε παρακάτω!",1,2022-05-21 16:43:58,,1,Καλησπέρα σας. Η Eurobank αναβαθμίζει διαρκώς τις υπηρεσίες προς τους πελάτες της προσφέροντας για όλες τις κάρτες Eurobank τo Google Pay σε αντικατάσταση του Eurobank Wallet. Βρείτε λεπτομέρειες εδώ https://www.eurobank.gr/el/retail/ilektroniki-trapeziki/mobile-and-apps/mobile-apps/google-pay Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!,Greece,Eurobank,com.EurobankEFG,2022,199
Δεν μπορώ να ενεργοποιήσω το eurobank wallet ώστε να πληρώνω ανέπαφα με το κινητό μου,5,2022-05-21 15:34:19,3.7.8,3,Καλησπέρα σας. Η Eurobank αναβαθμίζει διαρκώς τις υπηρεσίες προς τους πελάτες της προσφέροντας για όλες τις κάρτες Eurobank τo Google Pay σε αντικατάσταση του Eurobank Wallet. Βρείτε λεπτομέρειες εδώ https://www.eurobank.gr/el/retail/ilektroniki-trapeziki/mobile-and-apps/mobile-apps/google-pay Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!,Greece,Eurobank,com.EurobankEFG,2022,85
"Φτιάξτε την επιτέλους! Προσπαθούμε να μπούμε ένα μήνα,η μισή οθόνη είναι εξαφανισμένη. Σβήστε την αξιολόγηση,αλλά ΦΤΙΑΞΤΕ ΤΗΝ,ΕΛΕΟΣ, ΠΛΈΟΝ! Update: δύο εβδομάδες τώρα δεν ανοίγει καν.",1,2022-05-21 15:30:24,,0,"Καλημέρα σας. Εάν το πρόβλημα που αντιμετωπίσατε συνεχίζει, παρακαλώ στείλτε μας email στο ebanking@eurobank.gr με τα στοιχεία σας ώστε να επικοινωνήσουμε μαζί σας και να σας καθοδηγήσουμε να το λύσετε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,183
πολύ εξυπηρετικό,5,2022-05-21 10:13:56,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,16
Me ekspereti.,5,2022-05-20 12:55:51,3.7.3,1,"The Eurobank Mobile App is continuously being improved in order to offer you new user experience. Please confirm that you have installed the updated version 3.7.8 of our application that is available in the Play Store, so that you can discover the possibilities that we offer. Thank you for using the Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,13
Μέχρι στιγμής όσα χρόνια συνεργάζομαι δεν υπήρξε κανένα πρόβλημα.,5,2022-05-20 09:22:33,3.7.8,2,,Greece,Eurobank,com.EurobankEFG,2022,65
Η καλύτερη web banking εφαρμογή στην Ελλάδα !,5,2022-05-20 04:13:17,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,45
Υπάρχει πρόβλεψη σε μελλοντική αναβάθμιση να προστεθεί αγορά μετοχών μέσω mobile banking???,5,2022-05-19 22:32:03,3.7.8,2,"Καλησπέρα σας. Η πληρωμή, είναι εφικτό να εκτελεστεί σε όλα τα POS της Ελληνικής αγοράς, όπως ακριβώς συμβαίνει και με την φυσική κάρτα. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,91
Ευχρηστο και κατανοητό το μενού συναλλαγών του internet banking της Εurobank.,5,2022-05-19 12:35:53,3.7.8,2,,Greece,Eurobank,com.EurobankEFG,2022,77
Τελα εξειπερετισει,5,2022-05-18 23:48:56,3.7.3,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,18
τέλεια εφαρμογή,5,2022-05-18 22:52:54,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,15
Πολύ εύχρηστη και με διαφορά απο αντίστοιχες άλλων τραπεζών κατά τη γνώμη μου.,5,2022-05-18 11:08:13,3.7.8,2,,Greece,Eurobank,com.EurobankEFG,2022,78
Μάτεσι ηeurobaking aλλα δεν είμαι ευχαριστημένος με τούς εργαζόμενους στην τράπεζα δεν είναι καθόλου εξυπηρετικοί,5,2022-05-17 17:54:24,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,113
Τέλεια,5,2022-05-17 10:10:00,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,6
Χρησιμοποιώ 3 διαφορετικές εφαρμογές από αντίστοιχες τράπεζες και της Eurobank είναι με διαφορά η καλύτερη και η πιο εύκολη. Όλες οι επιλογές είναι εκεί που θα περίμενες να είναι.,5,2022-05-17 06:49:06,3.7.8,1,,Greece,Eurobank,com.EurobankEFG,2022,179
All perfect❤❗,5,2022-05-17 00:53:56,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,13
κανένα πρόβλημα... από τους πιο λειτουργικές εφαρμογές.,5,2022-05-16 21:32:59,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,55
Τέλεια εφαρμογή!,5,2022-05-16 21:12:39,,0,,Greece,Eurobank,com.EurobankEFG,2022,16
πολύ καλή εφαρμογή,5,2022-05-16 18:58:19,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,18
Καλή εξυπηρέτηση,5,2022-05-16 18:32:20,3.7.0,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,16
"Σχετικά καλή εφαρμογή , απαράδεκτη εξυπηρέτηση πελατών!Μην τυχόν σου τύχει και πρέπει να βρεις εκπρόσωπο ,την εβαψες.Χρόνια πίσω σχετικά με άλλες τράπεζες ακόμα και σε απλά θέματα.Πεφτουμε στην δικιά σας την κατηγορία λόγω ότι υπάρχει ολιγοπώλιο.Δεν φτάνει που σας σώσαμε με το PSI ,μας κατσατε και στο σβέρκο.Επρεπε να είχατε κλείσει χθές που θέλετε και e-banking και σας ακουμπάμε το ζεστό μας χρήμα και ούτε κοιτάτε,ούτε διορθώνεται αυτά που σας λέει ο κόσμος.",1,2022-05-16 18:24:55,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,463
Πολύ καλή,5,2022-05-16 17:34:14,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,9
Παρά πολύ εύκολη και λειτουργική εφαρμογή,5,2022-05-16 15:21:29,3.7.8,3,,Greece,Eurobank,com.EurobankEFG,2022,41
app crashes after today update,1,2022-05-16 13:26:11,3.7.8,1,"If the problem persists, please email us at ebanking@eurobank.gr or contact EuroPhone Banking at 2109555000 providing more information so we may investigate the issue you have mentioned and contact you as soon as possible. Thank you for using Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,30
Λίγο αργό και συνεχώς lag ..,3,2022-05-15 18:05:54,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,28
10 με τόνο,5,2022-05-15 13:11:56,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,10
Δεν ανοίγει η εφαρμογή ...ότι χειρότερο,1,2022-05-15 12:47:18,3.7.3,1,"Καλημέρα σας. Παρακαλώ επιβεβαιώστε ότι έχετε την ανανεωμένη έκδοση(3.7.8) της εφαρμογής μας από το Play Store. Εάν το πρόβλημα που αντιμετωπίσατε συνεχίζει, παρακαλώ στείλτε μας email στο ebanking@eurobank.gr με τα στοιχεία σας ώστε να επικοινωνήσουμε μαζί σας. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,39
Είναι εξαιρετικη!,5,2022-05-15 11:39:01,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,17
Ευχαριστούμε για το ενδιαφέρον σαςτελεια!!!,5,2022-05-14 16:59:34,3.7.0,1,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.1 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,43
"Update 14/05/2022. Η εφαρμογή είναι κοντά στο να λάβει *5* αστέρια από μένα και απ'ολο τον κόσμο εάν κάνετε ορισμένες προσθήκες και αλλαγές. 1) ειδοποίηση μέσω push notifications για ΚΑΘΕ συναλλαγή, είτε αφορά πίστωση μισθοδοσίας, είτε χρέωση κάρτας σε ένα σούπερ μάρκετ, είτε είσοδο από νέο internet browser, είτε αγορά από ηλεκτρονικό κατάστημα κλπ. Άλλη τράπεζα το έχει κάνει εδώ και καιρό. 2) Επιλογή για online έκδοση χρεωστικής κάρτας μέσα από το app. Είναι πράγματα απλά και εύκολα!",4,2022-05-14 10:36:33,3.7.7,7,Καλησπέρα σας. Ευχαριστούμε για το σχόλιό σας. Η συγκεκριμένη λειτουργικότητα είναι προγραμματισμένη για μελλοντική υλοποίηση. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!,Greece,Eurobank,com.EurobankEFG,2022,489
Εύκολο στη χρήση,5,2022-05-14 07:40:01,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,16
ΕΊΜΑΙ ΠΟΛΎ ΕΥΧΑΡΙΣΤΗΜΈΝΟΣ ΚΑΙ ΑΠΟ ΤΟ ΚΑΤΑΣΤΗΜΑ. ΚΑΙ ΤΙΣ ΥΠΗΡΕΣΊΕΣ ΤΟΥ.,5,2022-05-14 02:36:33,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,70
Πολύ καλή,5,2022-05-13 21:51:08,3.7.1,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,9
Άψογη εξυπηρέτηση,5,2022-05-13 18:59:44,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,17
τελεια,5,2022-05-13 14:29:37,3.5.7,0,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,6
Θελω να ρυθμισετε την πάγια εντολη πληρωμης πιστωτικης καρτας με περισσότερες επιλογές,3,2022-05-13 12:34:20,3.6.3,1,,Greece,Eurobank,com.EurobankEFG,2022,86
εξαιρετική εφαρμογή,5,2022-05-13 12:23:04,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,19
άμεση εξυπηρέτηση οικονομία χρόνου και χρήματος πολύ καλή εφαρμογή,5,2022-05-13 12:19:36,3.7.0,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,66
Καλό τέλια ή εφαρμογή,5,2022-05-13 07:28:57,3.7.3,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,21
Πολύ Καλή,4,2022-05-13 00:01:32,3.7.3,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,9
Σωστο εξυπηρετικο,5,2022-05-12 18:56:39,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,17
Εξαιρετική,5,2022-05-12 18:44:29,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,10
Οκ. Πολύ καλή.,5,2022-05-12 18:14:42,3.7.1,1,"Καλημέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.8 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,14
"Πολύ καλή εφαρμογή κ το βασικό είναι ότι δεν κολλάει, όμως θα μπορούσαν να βάλουν να έρχεται ειδοποίηση κάθε φορά που πιστώνονται χρήματα για να μη χρειάζεται να μπαίνεις συνέχεια να τσεκάρεις αν μπήκαν",4,2022-05-12 11:04:43,3.7.7,1,"Καλημέρα σας. Προς το παρόν εφόσον έχετε προβεί σε Ταυτοποίηση Συσκευής, λαμβάνετε ειδοποίηση για κάθε εισερχόμενο ποσό στον λογαριασμό σας, προερχόμενο είτε από συναλλαγή IRIS, είτε από μεταφορά(με ένδειξη ""Επείγον"") από άλλη τράπεζα. Στο επόμενο update θα εμπλουτίσουμε τις ειδοποιήσεις μας. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,202
Πολύ καλό σαν ιδέα,5,2022-05-12 03:44:41,3.7.3,1,,Greece,Eurobank,com.EurobankEFG,2022,18
Καλα πολύ καλά,5,2022-05-12 00:10:14,3.7.1,1,,Greece,Eurobank,com.EurobankEFG,2022,14
Τα σαινια που φτιάξανε την εφαρμογή μόλις σου στέλνει τον OTP και πας στα sms να δεις για να τον γράψεις στην εφαρμογή της eurobank. Ξαναρχίζει από την αρχή σαν security measure. Και πέφτεις σε επαναλαμβανόμενο loop,1,2022-05-11 23:18:56,3.7.7,3,,Greece,Eurobank,com.EurobankEFG,2022,215
"Δεν μπορεί να συνδεθεί με την eGov, δεν αναγνωρίζει την ταυτότητα μου, δεν μπορώ να ανοίξω λογαριασμό, γενικά δεν...",1,2022-05-11 22:34:11,3.7.7,2,"Καλημέρα σας. Εάν δεν είστε πελάτης Eurobank και προσπαθείτε να κάνετε «Άνοιγμα λογαριασμού» , παρακαλώ στείλτε μας email στο ebanking@eurobank.gr με τον αριθμό κινητού τον οποίο συμπληρώνετε στο πρώτο πεδίο, εμείς θα διερευνήσουμε το θέμα σας και θα επικοινωνήσουμε μαζί σας το συντομότερο. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,116
"Κρασαρει όταν πας στις ρυθμίσεις εμφάνισης, αναφέρει ψευδώς ότι υπάρχει πρόβλημα στην συνδεση",1,2022-05-11 19:51:22,3.7.7,3,"Καλημέρα σας. Το συγκεκριμένο πρόβλημα το γνωρίζουμε και η επίλυσή του θα είναι διαθέσιμη πολύ σύντομα, στο επόμενο update της εφαρμογής. Μας συγχωρείτε για την ταλαιπωρία και ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,93
Τέλεια πολύ καλή μπράβο.,5,2022-05-11 19:25:05,3.7.0,1,,Greece,Eurobank,com.EurobankEFG,2022,24
Είμαι πολύ ευχαριστημένη,5,2022-05-11 18:30:38,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,24
Είναι πολύ καλά!,5,2022-05-11 18:18:06,3.1.9,0,,Greece,Eurobank,com.EurobankEFG,2022,16
άψογο προσωπικό!!!,5,2022-05-11 16:30:27,3.7.7,2,,Greece,Eurobank,com.EurobankEFG,2022,18
Πλήρης υλοποίηση με αναλυτικά στοιχεία και πολύ χρήσιμες λειτουργίες.,5,2022-05-11 13:42:21,3.7.7,1,,Greece,Eurobank,com.EurobankEFG,2022,69
Πολύ καλή,4,2022-05-11 12:48:26,3.6.3,1,"Καλησπέρα σας. Το Eurobank Mobile App βελτιώνεται συνεχώς προκειμένου να σας προσφέρουμε νέες εμπειρίες χρήσης. Παρακαλώ επιβεβαιώστε ότι έχετε εγκατεστημένη την ανανεωμένη έκδοση 3.7.7 της εφαρμογής μας που είναι διαθέσιμη στο Play Store, ώστε ν ’ανακαλύψετε τις δυνατότητες που προσφέρουμε. Ευχαριστούμε που χρησιμοποιείτε το Eurobank Mobile App!",Greece,Eurobank,com.EurobankEFG,2022,9
